;;;;;;;;;;;;;;;;;;
;[Microeletrônica Geral] Matriz Instrucional;;   CH Total Síncrona (h):;15:00;Atenção: Não é necessário preencher manualmente a tabela ao lado. Todos os valores serão calculados e atualizados automaticamente por meio das fórmulas já configuradas.;;;;;;;;;;;;;
;;;   CH Total Assíncrona (h):;24:00;;;;;;;;;;;;;;
;Data de Criação: 09/07/2025;;   CH Atividades (h):;0:00;;;;;;;;;;;;;;
;Carga Horária do Curso: 320h;;   Carga Horária Total (h):;39:00;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Nº Capítulo;Nome Capítulo;Conteúdo (resumo);Nº Objetivo Educacional;Objetivo Educacional;Nível (TRB);Papéis e atores;Objetos de Aprendizagem;Nº Objetos de Aprendizagem;CH Síncrona (min);CH Assíncrona  (min);Período (dias);Ferramentas;Atividade Formativa;Atividade Somativa;CH Atividades (min);Atividade Pontuação;Feedback
;1;ASIC FLOW 1; Este capítulo aborda o fluxo de projeto (Design Flow) de circuitos integrados, explorando sua evolução histórica, a era da integração em larga escala, o uso de ferramentas incrementais, o conceito de acesso esparso e os desafios previstos para o futuro. A análise inclui a síntese lógica, desde a conversão RTL até as etapas de minimização em dois e múltiplos níveis, passando pela modelagem de bibliotecas, análise de tempo estático (STA) e síntese física, destacando a importância de cada fase para garantir desempenho, área e consumo de energia otimizados no projeto final.;1;Desenvolver a capacidade dos alunos de compreender e aplicar o fluxo de projeto (Design Flow) de circuitos integrados, desde sua evolução e conceitos fundamentais até as etapas avançadas de síntese lógica. Capacitar para realizar minimizações em dois e múltiplos níveis, modelar bibliotecas, efetuar análise de tempo estático (STA) e conduzir a síntese física, utilizando ferramentas adequadas e considerando os desafios e tendências futuras da área.;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Vídeo aula (roteiro;6;0;360;4;AVA;Não prevista;Quiz;;0 - 10;Ao final do capítulo, feedback via ferramenta de tarefas.
;1;ASIC FLOW 1;idem;1;idem;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Slide;6;0;0;0;AVA;Não prevista;Não prevista;;0 - 10;idem
;1;ASIC FLOW 1;idem;2;"Proporcionar a complementação do conteúdo por meio de encontros síncronos com o tutor,
permitindo que os alunos esclareçam dúvidas surgidas nas videoaulas do capítulo 19.";Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Plano de Aula;1;180;0;1;Plataforma de videoconferência;Não prevista;Não prevista;;0 - 10;idem
;1;ASIC FLOW 1;idem;;Estudar por este eBook permite ao aluno revisar os temas no seu próprio ritmo, consultar explicações detalhadas sempre que necessário e se preparar melhor para quiz e atividades práticas. Além disso, o conteúdo foi cuidadosamente organizado para promover uma aprendizagem significativa e alinhada com as competências exigidas no campo profissional.;Compreender (Entendimento) - Descrever, Explicar, Identificar.;"Estudantes: Participação ativa em discussões e atividades práticas.

Mentores: Facilitação das discussões e orientação nas atividades práticas.";Ebook;1;;;1;AVA;Não prevista;Não prevista;;;
